Id Vertices
145 79 80 89
146 39 82 89
147 79 82 89
148 0 0 0
149 11 56 90
150 19 78 90
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
155 0 0 0
156 78 77 91
157 39 77 91
158 78 80 91
159 39 80 91
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 77 78 92
165 19 78 92
166 77 38 92
167 19 38 92
168 68 70 93
169 0 0 0
170 68 11 93
171 0 0 0
172 11 80 94
173 0 0 0
174 11 68 94
175 81 68 94
176 0 0 0
177 0 0 0
178 0 0 0
179 0 0 0
180 0 0 0
181 38 19 95
182 41 15 95
183 38 15 95
184 19 40 96
185 56 40 96
186 19 90 96
187 56 90 96
188 15 18 97
189 14 18 97
190 15 17 97
191 14 17 97
192 18 15 98
193 38 15 98
194 18 7 98
195 38 7 98
196 0 0 0
197 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
201 0 0 0
202 0 0 0
203 0 0 0
204 11 56 99
205 52 56 99
206 11 93 99
207 52 93 99
208 0 0 0
209 40 45 100
210 4 51 100
211 40 51 100
212 19 45 101
213 41 45 101
214 19 95 101
215 41 95 101
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 73 74 102
221 53 74 102
222 0 0 0
223 0 0 0
224 84 88 103
225 3 88 103
226 84 87 103
227 3 87 103
228 84 87 104
229 58 87 104
230 84 85 104
231 58 85 104
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 79 83 105
237 2 83 105
238 79 82 105
239 2 82 105
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 16 37 106
245 1 37 106
246 16 36 106
247 1 36 106
248 16 20 107
249 9 20 107
250 16 17 107
251 9 17 107
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
256 0 0 0
257 0 0 0
258 0 0 0
259 0 0 0
260 14 37 108
261 16 37 108
262 14 17 108
263 16 17 108
264 72 53 109
265 74 53 109
266 72 70 109
267 74 70 109
268 57 81 110
269 68 81 110
270 57 69 110
271 68 69 110
272 11 80 111
273 78 80 111
274 11 90 111
275 78 90 111
276 0 0 0
277 0 0 0
278 0 0 0
279 0 0 0
280 55 59 112
281 50 59 112
282 55 47 112
283 50 47 112
284 15 43 113
285 9 43 113
286 15 17 113
287 9 17 113
288 0 0 0
289 0 0 0
290 0 0 0
291 0 0 0
292 45 44 114
293 4 44 114
294 45 100 114
295 4 100 114
296 42 12 115
297 0 0 0
298 42 44 115
299 0 0 0
300 83 79 116
301 81 79 116
302 83 57 116
303 81 57 116
304 0 0 0
305 9 20 117
306 21 43 117
307 9 43 117
308 0 0 0
309 0 0 0
310 0 0 0
311 0 0 0
312 0 0 0
313 51 40 118
314 52 72 118
315 0 0 0
316 44 4 119
317 0 0 0
318 44 115 119
319 46 115 119
320 12 42 120
321 21 42 120
322 12 22 120
323 21 22 120
324 54 50 121
325 59 50 121
326 54 53 121
327 59 53 121
328 0 0 0
329 60 63 122
330 67 86 122
331 60 86 122
332 58 71 123
333 0 0 0
334 58 85 123
335 73 85 123
336 0 0 0
337 0 0 0
338 0 0 0
339 0 0 0
340 85 84 124
341 86 84 124
342 85 10 124
343 86 10 124
344 55 67 125
345 10 67 125
346 55 59 125
347 10 59 125
348 48 12 126
349 29 12 126
350 48 27 126
351 29 27 126
352 12 48 127
353 46 48 127
354 12 115 127
355 46 115 127
356 52 72 128
357 70 72 128
358 52 93 128
359 70 93 128
360 67 65 129
361 63 65 129
362 67 122 129
363 63 122 129
364 51 54 130
365 50 54 130
366 51 4 130
367 50 4 130
368 88 84 131
369 86 84 131
370 88 60 131
371 86 60 131
372 0 0 0
373 0 0 0
374 0 0 0
375 0 0 0
376 55 67 132
377 65 67 132
378 55 61 132
379 65 61 132
380 46 49 133
381 4 49 133
382 46 119 133
383 4 119 133
384 52 56 134
385 40 56 134
386 52 118 134
387 40 118 134
388 0 0 0
389 24 26 135
390 22 6 135
391 24 6 135
392 47 62 136
393 61 62 136
394 47 55 136
395 61 55 136
396 48 62 137
397 32 62 137
398 0 0 0
399 0 0 0
400 70 8 138
401 69 8 138
402 70 68 138
403 69 68 138
404 0 0 0
405 0 0 0
406 0 0 0
407 0 0 0
408 53 59 139
409 10 59 139
410 53 102 139
411 10 102 139
412 22 21 140
413 26 21 140
414 22 135 140
415 26 135 140
416 0 0 0
417 0 0 0
418 0 0 0
419 0 0 0
420 0 0 0
421 0 0 0
422 0 0 0
423 0 0 0
424 0 0 0
425 0 0 0
426 0 0 0
427 0 0 0
428 13 24 141
429 26 24 141
430 13 20 141
431 26 20 141
432 0 0 0
433 0 0 0
434 0 0 0
435 0 0 0
436 42 44 142
437 41 44 142
438 42 43 142
439 41 43 142
440 0 0 0
441 0 0 0
442 0 0 0
443 0 0 0
444 6 25 143
445 0 0 0
446 6 22 143
447 29 22 143
448 74 71 144
449 8 71 144
450 74 70 144
451 8 70 144
452 0 0 0
453 0 0 0
454 0 0 0
455 0 0 0
456 0 0 0
457 0 0 0
458 0 0 0
459 0 0 0
460 0 0 0
461 0 0 0
462 0 0 0
463 0 0 0
464 20 26 145
465 21 26 145
466 20 117 145
467 21 117 145
468 5 65 146
469 63 65 146
470 5 0 146
471 63 0 146
472 51 54 147
473 0 0 0
474 51 118 147
475 72 118 147
476 0 0 0
477 0 0 0
478 0 0 0
479 0 0 0
480 48 62 148
481 47 62 148
482 48 49 148
483 47 49 148
484 10 85 149
485 73 85 149
486 10 102 149
487 73 102 149
488 25 28 150
489 29 28 150
490 25 143 150
491 29 143 150
492 80 79 151
493 81 79 151
494 80 94 151
495 81 94 151
496 66 64 152
497 5 64 152
498 66 61 152
499 0 0 0
500 54 53 153
501 72 53 153
502 54 147 153
503 72 147 153
504 0 0 0
505 0 0 0
506 0 0 0
507 0 0 0
508 0 0 0
509 0 0 0
510 0 0 0
511 0 0 0
512 48 27 154
513 34 27 154
514 48 137 154
515 34 137 154
516 5 65 155
517 61 65 155
518 5 152 155
519 61 152 155
520 0 0 0
521 0 0 0
522 0 0 0
523 0 0 0
524 34 35 156
525 32 35 156
526 34 137 156
527 32 137 156
528 31 28 157
529 27 28 157
530 31 34 157
531 27 34 157
532 0 0 0
533 0 0 0
534 0 0 0
535 0 0 0
536 71 74 158
537 73 74 158
538 71 123 158
539 73 123 158
